killing previous experiments...
initializing cxl memory...
I0917 06:15:03.908389 108180 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0917 06:15:03.908432 108180 Database.h:166] creating hash tables for database...
I0917 06:15:03.913162 108180 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0917 06:15:03.913389 108180 Database.h:146] district initialization finished in 0 milliseconds.
I0917 06:15:04.045353 108180 Database.h:146] customer initialization finished in 131 milliseconds.
I0917 06:15:04.063189 108180 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0917 06:15:04.131042 108180 Database.h:146] item initialization finished in 67 milliseconds.
I0917 06:15:04.410171 108180 Database.h:146] stock initialization finished in 279 milliseconds.
I0917 06:15:04.458019 108180 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0917 06:15:04.458037 108180 Coordinator.h:42] Coordinator initializes 2 workers.
I0917 06:15:04.459283 108180 SundialPashaHelper.h:421] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0917 06:15:04.459508 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.460157 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.460808 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.461453 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.462109 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.462790 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.463464 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.464126 108180 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0917 06:15:04.464778 108180 Coordinator.h:336] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0917 06:15:04.465010 108194 Coordinator.h:372] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0917 06:15:04.465446 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.465462 108180 Coordinator.h:427] Coordinator 0 connected to 1
I0917 06:15:04.465649 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.465662 108180 Coordinator.h:427] Coordinator 0 connected to 2
I0917 06:15:04.465776 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.465781 108180 Coordinator.h:427] Coordinator 0 connected to 3
I0917 06:15:04.465907 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.465912 108180 Coordinator.h:427] Coordinator 0 connected to 4
I0917 06:15:04.466041 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.466046 108180 Coordinator.h:427] Coordinator 0 connected to 5
I0917 06:15:04.466158 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.466163 108180 Coordinator.h:427] Coordinator 0 connected to 6
I0917 06:15:04.466305 108180 Socket.h:69] Disabling nagle
I0917 06:15:04.466310 108180 Coordinator.h:427] Coordinator 0 connected to 7
I0917 06:15:09.465286 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465313 108194 Coordinator.h:387] Listener accepted connection from coordinator 3
I0917 06:15:09.465327 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465329 108194 Coordinator.h:387] Listener accepted connection from coordinator 5
I0917 06:15:09.465335 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465338 108194 Coordinator.h:387] Listener accepted connection from coordinator 7
I0917 06:15:09.465344 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465346 108194 Coordinator.h:387] Listener accepted connection from coordinator 2
I0917 06:15:09.465353 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465355 108194 Coordinator.h:387] Listener accepted connection from coordinator 4
I0917 06:15:09.465545 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465548 108194 Coordinator.h:387] Listener accepted connection from coordinator 1
I0917 06:15:09.465582 108194 Socket.h:69] Disabling nagle
I0917 06:15:09.465585 108194 Coordinator.h:387] Listener accepted connection from coordinator 6
I0917 06:15:09.465587 108194 Coordinator.h:390] Listener 0 on coordinator 0 exits.
I0917 06:15:09.465682 108180 Coordinator.h:439] Coordinator 0 connected to all peers.
I0917 06:15:09.465698 108180 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0917 06:15:09.465721 108180 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0917 06:15:09.465778 108195 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0917 06:15:09.465812 108180 Coordinator.h:146] Coordinator starts to run 3 workers.
I0917 06:15:09.465837 108196 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0917 06:15:09.465867 108197 Executor.h:74] Executor 0 starts.
I0917 06:15:09.465900 108197 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0917 06:15:09.465965 108199 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0917 06:15:09.466009 108198 Executor.h:74] Executor 1 starts.
I0917 06:15:09.466023 108198 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0917 06:15:10.466024 108180 Coordinator.h:237] commit: 81184 abort: 5099 (378/4291/430), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 152872, avg network size: 1.88303, si_in_serializable: 0 0 %, local: 12.2463 %, local_access: 1176356, local_cxl_access: 55658 (4.73139%), remote_access: 9974, remote_access_with_req: 5170 (51.8348%), data_move_in: 5152, n_data_move_out: 0
I0917 06:15:42.468818 108180 Coordinator.h:237] commit: 80872 abort: 4780 (424/3993/363), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 95564, avg network size: 1.18167, si_in_serializable: 0 0 %, local: 12.5594 %, local_access: 1167686, local_cxl_access: 196545 (16.832%), remote_access: 10181, remote_access_with_req: 3246 (31.8829%), data_move_in: 3226, n_data_move_out: 3224
I0917 06:15:43.468896 108180 Coordinator.h:237] commit: 80361 abort: 4636 (378/3922/336), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 97456, avg network size: 1.21273, si_in_serializable: 0 0 %, local: 12.5148 %, local_access: 1158168, local_cxl_access: 196012 (16.9243%), remote_access: 10029, remote_access_with_req: 3311 (33.0143%), data_move_in: 3346, n_data_move_out: 3311
I0917 06:15:44.468976 108180 Coordinator.h:237] commit: 79426 abort: 4711 (407/3950/354), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 99552, avg network size: 1.25339, si_in_serializable: 0 0 %, local: 12.7225 %, local_access: 1149278, local_cxl_access: 197105 (17.1503%), remote_access: 10063, remote_access_with_req: 3380 (33.5884%), data_move_in: 3284, n_data_move_out: 3292
I0917 06:15:45.469059 108180 Coordinator.h:237] commit: 80131 abort: 4619 (389/3865/365), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96608, avg network size: 1.20563, si_in_serializable: 0 0 %, local: 12.5357 %, local_access: 1156892, local_cxl_access: 197247 (17.0497%), remote_access: 10047, remote_access_with_req: 3279 (32.6366%), data_move_in: 3271, n_data_move_out: 3231
I0917 06:15:46.469148 108180 Coordinator.h:237] commit: 80086 abort: 4670 (406/3924/340), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 98228, avg network size: 1.22653, si_in_serializable: 0 0 %, local: 12.5465 %, local_access: 1155751, local_cxl_access: 197143 (17.0576%), remote_access: 10018, remote_access_with_req: 3330 (33.2402%), data_move_in: 3258, n_data_move_out: 3318
I0917 06:15:47.469231 108180 Coordinator.h:237] commit: 79769 abort: 4653 (406/3899/348), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 98704, avg network size: 1.23737, si_in_serializable: 0 0 %, local: 12.565 %, local_access: 1150427, local_cxl_access: 196563 (17.0861%), remote_access: 10015, remote_access_with_req: 3349 (33.4398%), data_move_in: 3329, n_data_move_out: 3330
I0917 06:15:48.469309 108180 Coordinator.h:237] commit: 80304 abort: 4600 (388/3894/318), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96204, avg network size: 1.198, si_in_serializable: 0 0 %, local: 12.2933 %, local_access: 1158610, local_cxl_access: 195628 (16.8847%), remote_access: 9788, remote_access_with_req: 3268 (33.3878%), data_move_in: 3283, n_data_move_out: 3296
I0917 06:15:49.469383 108180 Coordinator.h:237] commit: 79250 abort: 4601 (379/3854/368), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 99196, avg network size: 1.25168, si_in_serializable: 0 0 %, local: 12.6511 %, local_access: 1149339, local_cxl_access: 193242 (16.8133%), remote_access: 9992, remote_access_with_req: 3371 (33.737%), data_move_in: 3311, n_data_move_out: 3355
I0917 06:15:50.469465 108180 Coordinator.h:237] commit: 79193 abort: 4680 (403/3922/355), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 99172, avg network size: 1.25228, si_in_serializable: 0 0 %, local: 12.6476 %, local_access: 1148379, local_cxl_access: 193270 (16.8298%), remote_access: 9973, remote_access_with_req: 3368 (33.7712%), data_move_in: 3339, n_data_move_out: 3360
I0917 06:15:51.469549 108180 Coordinator.h:237] commit: 79694 abort: 4578 (390/3821/367), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 97172, avg network size: 1.21931, si_in_serializable: 0 0 %, local: 12.5493 %, local_access: 1151431, local_cxl_access: 195505 (16.9793%), remote_access: 9969, remote_access_with_req: 3301 (33.1126%), data_move_in: 3232, n_data_move_out: 3238
I0917 06:15:52.469628 108180 Coordinator.h:237] commit: 80185 abort: 4619 (348/3926/345), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 97448, avg network size: 1.21529, si_in_serializable: 0 0 %, local: 12.4487 %, local_access: 1150955, local_cxl_access: 195714 (17.0045%), remote_access: 9946, remote_access_with_req: 3308 (33.2596%), data_move_in: 3264, n_data_move_out: 3271
I0917 06:15:53.469707 108180 Coordinator.h:237] commit: 79653 abort: 4607 (397/3877/333), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 97836, avg network size: 1.22828, si_in_serializable: 0 0 %, local: 12.4553 %, local_access: 1144192, local_cxl_access: 194565 (17.0046%), remote_access: 9872, remote_access_with_req: 3320 (33.6305%), data_move_in: 3331, n_data_move_out: 3324
I0917 06:15:54.469785 108180 Coordinator.h:237] commit: 79624 abort: 4675 (393/3917/365), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96564, avg network size: 1.21275, si_in_serializable: 0 0 %, local: 12.6306 %, local_access: 1148288, local_cxl_access: 195424 (17.0187%), remote_access: 10033, remote_access_with_req: 3282 (32.7121%), data_move_in: 3286, n_data_move_out: 3235
I0917 06:15:55.469867 108180 Coordinator.h:237] commit: 79722 abort: 4584 (369/3874/341), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96920, avg network size: 1.21572, si_in_serializable: 0 0 %, local: 12.4897 %, local_access: 1153525, local_cxl_access: 197032 (17.0809%), remote_access: 9904, remote_access_with_req: 3293 (33.2492%), data_move_in: 3249, n_data_move_out: 3233
I0917 06:15:56.469957 108180 Coordinator.h:237] commit: 79243 abort: 4629 (394/3893/342), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 95956, avg network size: 1.21091, si_in_serializable: 0 0 %, local: 12.3418 %, local_access: 1146649, local_cxl_access: 195431 (17.0437%), remote_access: 9747, remote_access_with_req: 3253 (33.3744%), data_move_in: 3286, n_data_move_out: 3258
I0917 06:15:57.470048 108180 Coordinator.h:237] commit: 78951 abort: 4614 (367/3873/374), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 97956, avg network size: 1.24072, si_in_serializable: 0 0 %, local: 12.4356 %, local_access: 1142254, local_cxl_access: 194124 (16.9948%), remote_access: 9721, remote_access_with_req: 3328 (34.2352%), data_move_in: 3265, n_data_move_out: 3222
I0917 06:15:58.470134 108180 Coordinator.h:237] commit: 79152 abort: 4646 (405/3885/356), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96512, avg network size: 1.21932, si_in_serializable: 0 0 %, local: 12.4975 %, local_access: 1140155, local_cxl_access: 193879 (17.0046%), remote_access: 9819, remote_access_with_req: 3276 (33.3639%), data_move_in: 3419, n_data_move_out: 3405
I0917 06:15:59.470216 108180 Coordinator.h:237] commit: 78688 abort: 4662 (383/3942/337), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96856, avg network size: 1.23089, si_in_serializable: 0 0 %, local: 12.5508 %, local_access: 1140012, local_cxl_access: 195126 (17.1161%), remote_access: 9876, remote_access_with_req: 3286 (33.2726%), data_move_in: 3265, n_data_move_out: 3294
I0917 06:16:00.470300 108180 Coordinator.h:237] commit: 79023 abort: 4584 (393/3789/402), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96412, avg network size: 1.22005, si_in_serializable: 0 0 %, local: 12.6103 %, local_access: 1146432, local_cxl_access: 196887 (17.1739%), remote_access: 9886, remote_access_with_req: 3271 (33.0872%), data_move_in: 3265, n_data_move_out: 3296
I0917 06:16:01.470358 108180 Coordinator.h:237] commit: 79556 abort: 4614 (396/3844/374), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 95928, avg network size: 1.20579, si_in_serializable: 0 0 %, local: 12.3598 %, local_access: 1144929, local_cxl_access: 193977 (16.9423%), remote_access: 9830, remote_access_with_req: 3259 (33.1536%), data_move_in: 3277, n_data_move_out: 3267
I0917 06:16:02.470446 108180 Coordinator.h:237] commit: 78583 abort: 4608 (437/3777/394), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 99000, avg network size: 1.25981, si_in_serializable: 0 0 %, local: 12.6999 %, local_access: 1139912, local_cxl_access: 192359 (16.8749%), remote_access: 9960, remote_access_with_req: 3362 (33.755%), data_move_in: 3271, n_data_move_out: 3251
I0917 06:16:03.470532 108180 Coordinator.h:237] commit: 79040 abort: 4558 (350/3875/333), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 97920, avg network size: 1.23887, si_in_serializable: 0 0 %, local: 12.6075 %, local_access: 1140937, local_cxl_access: 192959 (16.9123%), remote_access: 9920, remote_access_with_req: 3323 (33.498%), data_move_in: 3250, n_data_move_out: 3301
I0917 06:16:04.470611 108180 Coordinator.h:237] commit: 78433 abort: 4662 (367/3952/343), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96072, avg network size: 1.22489, si_in_serializable: 0 0 %, local: 12.6401 %, local_access: 1129859, local_cxl_access: 191395 (16.9397%), remote_access: 9941, remote_access_with_req: 3260 (32.7935%), data_move_in: 3198, n_data_move_out: 3172
I0917 06:16:05.470690 108180 Coordinator.h:237] commit: 79416 abort: 4627 (436/3867/324), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96232, avg network size: 1.21175, si_in_serializable: 0 0 %, local: 12.4698 %, local_access: 1136634, local_cxl_access: 193399 (17.0151%), remote_access: 9895, remote_access_with_req: 3262 (32.9661%), data_move_in: 3253, n_data_move_out: 3206
I0917 06:16:06.470767 108180 Coordinator.h:237] commit: 78299 abort: 4569 (381/3830/358), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 98432, avg network size: 1.25713, si_in_serializable: 0 0 %, local: 12.6604 %, local_access: 1132402, local_cxl_access: 195744 (17.2857%), remote_access: 9904, remote_access_with_req: 3346 (33.7843%), data_move_in: 3196, n_data_move_out: 3194
I0917 06:16:07.470844 108180 Coordinator.h:237] commit: 77990 abort: 4614 (390/3892/332), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 99124, avg network size: 1.27098, si_in_serializable: 0 0 %, local: 12.6491 %, local_access: 1127943, local_cxl_access: 195596 (17.3409%), remote_access: 9823, remote_access_with_req: 3359 (34.1953%), data_move_in: 3287, n_data_move_out: 3294
I0917 06:16:08.470927 108180 Coordinator.h:237] commit: 78153 abort: 4668 (381/3920/367), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 97764, avg network size: 1.25093, si_in_serializable: 0 0 %, local: 12.7238 %, local_access: 1127956, local_cxl_access: 194694 (17.2608%), remote_access: 9818, remote_access_with_req: 3319 (33.8053%), data_move_in: 3169, n_data_move_out: 3155
I0917 06:16:09.471015 108180 Coordinator.h:237] commit: 78765 abort: 4561 (384/3852/325), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96028, avg network size: 1.21917, si_in_serializable: 0 0 %, local: 12.4967 %, local_access: 1139942, local_cxl_access: 195620 (17.1605%), remote_access: 9820, remote_access_with_req: 3256 (33.1568%), data_move_in: 3234, n_data_move_out: 3250
I0917 06:16:10.471099 108180 Coordinator.h:237] commit: 78731 abort: 4573 (391/3836/346), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96584, avg network size: 1.22676, si_in_serializable: 0 0 %, local: 12.4436 %, local_access: 1138547, local_cxl_access: 194179 (17.055%), remote_access: 9772, remote_access_with_req: 3280 (33.5653%), data_move_in: 3249, n_data_move_out: 3246
I0917 06:16:11.471182 108180 Coordinator.h:237] commit: 78256 abort: 4615 (355/3895/365), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 95068, avg network size: 1.21483, si_in_serializable: 0 0 %, local: 12.5882 %, local_access: 1126920, local_cxl_access: 189626 (16.8269%), remote_access: 9789, remote_access_with_req: 3234 (33.0371%), data_move_in: 3092, n_data_move_out: 3122
I0917 06:16:12.471271 108180 Coordinator.h:237] commit: 78020 abort: 4588 (369/3882/337), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 97236, avg network size: 1.2463, si_in_serializable: 0 0 %, local: 12.5224 %, local_access: 1128924, local_cxl_access: 190546 (16.8785%), remote_access: 9761, remote_access_with_req: 3295 (33.7568%), data_move_in: 3272, n_data_move_out: 3238
I0917 06:16:13.471359 108180 Coordinator.h:237] commit: 77735 abort: 4539 (394/3797/348), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96628, avg network size: 1.24304, si_in_serializable: 0 0 %, local: 12.6185 %, local_access: 1128357, local_cxl_access: 193556 (17.1538%), remote_access: 9764, remote_access_with_req: 3287 (33.6645%), data_move_in: 3154, n_data_move_out: 3148
I0917 06:16:14.471446 108180 Coordinator.h:237] commit: 77810 abort: 4595 (382/3881/332), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96032, avg network size: 1.23419, si_in_serializable: 0 0 %, local: 12.4688 %, local_access: 1124407, local_cxl_access: 192790 (17.1459%), remote_access: 9680, remote_access_with_req: 3259 (33.6674%), data_move_in: 3259, n_data_move_out: 3278
I0917 06:16:15.471525 108180 Coordinator.h:237] commit: 77696 abort: 4678 (402/3947/329), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 95200, avg network size: 1.22529, si_in_serializable: 0 0 %, local: 12.7188 %, local_access: 1124571, local_cxl_access: 192719 (17.1371%), remote_access: 9928, remote_access_with_req: 3235 (32.5846%), data_move_in: 3179, n_data_move_out: 3183
I0917 06:16:16.471609 108180 Coordinator.h:237] commit: 78026 abort: 4640 (389/3907/344), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 96728, avg network size: 1.23969, si_in_serializable: 0 0 %, local: 12.6624 %, local_access: 1125413, local_cxl_access: 192385 (17.0946%), remote_access: 9934, remote_access_with_req: 3277 (32.9877%), data_move_in: 3181, n_data_move_out: 3199
I0917 06:16:17.471689 108180 Coordinator.h:237] commit: 77864 abort: 4635 (395/3905/335), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 94472, avg network size: 1.21329, si_in_serializable: 0 0 %, local: 12.5128 %, local_access: 1124842, local_cxl_access: 192341 (17.0994%), remote_access: 9748, remote_access_with_req: 3201 (32.8375%), data_move_in: 3183, n_data_move_out: 3170
I0917 06:16:18.471769 108180 Coordinator.h:237] commit: 77377 abort: 4549 (341/3852/356), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 94308, avg network size: 1.21881, si_in_serializable: 0 0 %, local: 12.5153 %, local_access: 1120068, local_cxl_access: 191411 (17.0892%), remote_access: 9630, remote_access_with_req: 3204 (33.271%), data_move_in: 3233, n_data_move_out: 3308
I0917 06:16:19.471854 108180 Coordinator.h:237] commit: 77448 abort: 4586 (384/3865/337), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 93440, avg network size: 1.20649, si_in_serializable: 0 0 %, local: 12.3864 %, local_access: 1123560, local_cxl_access: 190643 (16.9678%), remote_access: 9601, remote_access_with_req: 3176 (33.0799%), data_move_in: 3215, n_data_move_out: 3208
I0917 06:16:20.471944 108180 Coordinator.h:237] commit: 77698 abort: 4515 (411/3764/340), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 97772, avg network size: 1.25836, si_in_serializable: 0 0 %, local: 12.5782 %, local_access: 1121737, local_cxl_access: 188381 (16.7937%), remote_access: 9698, remote_access_with_req: 3316 (34.1926%), data_move_in: 3264, n_data_move_out: 3265
I0917 06:16:21.472029 108180 Coordinator.h:237] commit: 77366 abort: 4557 (369/3826/362), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 94592, avg network size: 1.22266, si_in_serializable: 0 0 %, local: 12.4835 %, local_access: 1124722, local_cxl_access: 190440 (16.9322%), remote_access: 9608, remote_access_with_req: 3206 (33.368%), data_move_in: 3284, n_data_move_out: 3299
I0917 06:16:22.472111 108180 Coordinator.h:237] commit: 78336 abort: 4550 (412/3759/379), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 93508, avg network size: 1.19368, si_in_serializable: 0 0 %, local: 12.5868 %, local_access: 1130362, local_cxl_access: 190585 (16.8605%), remote_access: 9835, remote_access_with_req: 3181 (32.3437%), data_move_in: 3203, n_data_move_out: 3189
I0917 06:16:23.472198 108180 Coordinator.h:237] commit: 77496 abort: 4478 (386/3750/342), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 95868, avg network size: 1.23707, si_in_serializable: 0 0 %, local: 12.5606 %, local_access: 1124676, local_cxl_access: 190044 (16.8977%), remote_access: 9666, remote_access_with_req: 3256 (33.6851%), data_move_in: 3222, n_data_move_out: 3238
