killing previous experiments...
initializing cxl memory...
I0912 20:35:54.580006 70553 bench_tpcc.cpp:71] WAL Group Commiting off. Log to file _non_group_commit.txt using Blackhole Logger
I0912 20:35:54.580050 70553 Database.h:166] creating hash tables for database...
I0912 20:35:54.584878 70553 Database.h:146] warehouse initialization finished in 0 milliseconds.
I0912 20:35:54.585122 70553 Database.h:146] district initialization finished in 0 milliseconds.
I0912 20:35:54.716847 70553 Database.h:146] customer initialization finished in 131 milliseconds.
I0912 20:35:54.734334 70553 Database.h:146] customer_name_idx initialization finished in 17 milliseconds.
I0912 20:35:54.803673 70553 Database.h:146] item initialization finished in 69 milliseconds.
I0912 20:35:55.086335 70553 Database.h:146] stock initialization finished in 282 milliseconds.
I0912 20:35:55.134061 70553 CXLMemory.h:40] cxlalloc initialized for thread 0 (global ID = 0) on host 0
I0912 20:35:55.134078 70553 Coordinator.h:42] Coordinator initializes 2 workers.
I0912 20:35:55.135337 70553 SundialPashaHelper.h:415] SundialPasha Helper initializes data migration metadata (160 CXL hash tables each with 1000 entries)
I0912 20:35:55.135584 70553 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0912 20:35:55.136269 70553 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0912 20:35:55.136972 70553 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0912 20:35:55.137678 70553 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0912 20:35:55.138437 70553 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0912 20:35:55.139132 70553 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0912 20:35:55.139829 70553 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0912 20:35:55.140518 70553 MPSCRingBuffer.h:34] entry_struct_size: 512 entry_num: 4096
I0912 20:35:55.141202 70553 Coordinator.h:332] Coordinator 0 initializes CXL transport metadata (8 ringbuffers each with 4096 entries (each 503 Bytes)
I0912 20:35:55.141471 70567 Coordinator.h:368] Listener 0 on coordinator 0 listening on 192.168.100.2:1234 tcp_no_delay 1 tcp_quick_ack 0
I0912 20:35:55.141963 70553 Socket.h:69] Disabling nagle
I0912 20:35:55.141978 70553 Coordinator.h:423] Coordinator 0 connected to 1
I0912 20:35:55.142176 70553 Socket.h:69] Disabling nagle
I0912 20:35:55.142181 70553 Coordinator.h:423] Coordinator 0 connected to 2
I0912 20:35:55.142335 70553 Socket.h:69] Disabling nagle
I0912 20:35:55.142340 70553 Coordinator.h:423] Coordinator 0 connected to 3
I0912 20:35:55.142488 70553 Socket.h:69] Disabling nagle
I0912 20:35:55.142499 70553 Coordinator.h:423] Coordinator 0 connected to 4
I0912 20:35:55.142608 70553 Socket.h:69] Disabling nagle
I0912 20:35:55.142613 70553 Coordinator.h:423] Coordinator 0 connected to 5
I0912 20:35:55.142748 70553 Socket.h:69] Disabling nagle
I0912 20:35:55.142755 70553 Coordinator.h:423] Coordinator 0 connected to 6
I0912 20:35:55.142884 70553 Socket.h:69] Disabling nagle
I0912 20:35:55.142889 70553 Coordinator.h:423] Coordinator 0 connected to 7
I0912 20:36:00.141705 70567 Socket.h:69] Disabling nagle
I0912 20:36:00.141719 70567 Coordinator.h:383] Listener accepted connection from coordinator 2
I0912 20:36:00.141728 70567 Socket.h:69] Disabling nagle
I0912 20:36:00.141731 70567 Coordinator.h:383] Listener accepted connection from coordinator 7
I0912 20:36:00.141737 70567 Socket.h:69] Disabling nagle
I0912 20:36:00.141739 70567 Coordinator.h:383] Listener accepted connection from coordinator 6
I0912 20:36:00.141744 70567 Socket.h:69] Disabling nagle
I0912 20:36:00.141746 70567 Coordinator.h:383] Listener accepted connection from coordinator 3
I0912 20:36:00.141752 70567 Socket.h:69] Disabling nagle
I0912 20:36:00.141754 70567 Coordinator.h:383] Listener accepted connection from coordinator 5
I0912 20:36:00.141935 70567 Socket.h:69] Disabling nagle
I0912 20:36:00.141939 70567 Coordinator.h:383] Listener accepted connection from coordinator 1
I0912 20:36:00.142058 70567 Socket.h:69] Disabling nagle
I0912 20:36:00.142066 70567 Coordinator.h:383] Listener accepted connection from coordinator 4
I0912 20:36:00.142067 70567 Coordinator.h:386] Listener 0 on coordinator 0 exits.
I0912 20:36:00.142146 70553 Coordinator.h:435] Coordinator 0 connected to all peers.
I0912 20:36:00.142174 70553 Dispatcher.h:37] IncomingDispatcher 0 coord_id 0
I0912 20:36:00.142187 70553 Dispatcher.h:210] OutgoingDispatcher 0 coord_id 0
I0912 20:36:00.142235 70568 Dispatcher.h:56] Incoming Dispatcher started, numCoordinators = 8, numWorkers = 2, group id = 0, coordinator = 0
I0912 20:36:00.142267 70553 Coordinator.h:146] Coordinator starts to run 3 workers.
I0912 20:36:00.142302 70569 Dispatcher.h:222] Outgoing Dispatcher started, numCoordinators = 8, numWorkers = 3, group id = 0
I0912 20:36:00.142410 70570 Executor.h:74] Executor 0 starts.
I0912 20:36:00.142436 70572 Manager.h:226] Manager(worker id = 2) on the coordinator node started.
I0912 20:36:00.142565 70570 CXLMemory.h:40] cxlalloc initialized for thread 1 (global ID = 1) on host 0
I0912 20:36:00.142445 70571 Executor.h:74] Executor 1 starts.
I0912 20:36:00.142637 70571 CXLMemory.h:40] cxlalloc initialized for thread 2 (global ID = 2) on host 0
I0912 20:36:01.142496 70553 Coordinator.h:237] commit: 80115 abort: 5165 (386/4357/422), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 170900, avg network size: 2.13318, si_in_serializable: 0 0 %, local: 12.7167 %, local_access: 1157562, local_cxl_access: 22299 (1.92638%), remote_access: 10192, remote_access_with_req: 5778 (56.6915%), data_move_in: 5695, n_data_move_out: 3965
I0912 20:36:33.153430 70553 Coordinator.h:237] commit: 70733 abort: 6957 (359/6196/402), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 145500, avg network size: 2.05703, si_in_serializable: 0 0 %, local: 12.5133 %, local_access: 1049406, local_cxl_access: 19356 (1.84447%), remote_access: 8937, remote_access_with_req: 4914 (54.9849%), data_move_in: 5094, n_data_move_out: 5911
I0912 20:36:34.153633 70553 Coordinator.h:237] commit: 70477 abort: 5169 (344/4456/369), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 148316, avg network size: 2.10446, si_in_serializable: 0 0 %, local: 12.5871 %, local_access: 1027901, local_cxl_access: 21541 (2.09563%), remote_access: 9051, remote_access_with_req: 5016 (55.4193%), data_move_in: 5010, n_data_move_out: 3944
I0912 20:36:35.153832 70553 Coordinator.h:237] commit: 69730 abort: 5273 (337/4480/456), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 144512, avg network size: 2.07245, si_in_serializable: 0 0 %, local: 12.4294 %, local_access: 1020314, local_cxl_access: 18197 (1.78347%), remote_access: 8695, remote_access_with_req: 4888 (56.2162%), data_move_in: 5047, n_data_move_out: 5906
I0912 20:36:36.154026 70553 Coordinator.h:237] commit: 69911 abort: 5129 (343/4368/418), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 148368, avg network size: 2.12224, si_in_serializable: 0 0 %, local: 12.443 %, local_access: 1019339, local_cxl_access: 22134 (2.17141%), remote_access: 8779, remote_access_with_req: 5020 (57.1819%), data_move_in: 4961, n_data_move_out: 5938
I0912 20:36:37.154227 70553 Coordinator.h:237] commit: 69314 abort: 5113 (337/4392/384), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 147656, avg network size: 2.13025, si_in_serializable: 0 0 %, local: 12.5689 %, local_access: 1020266, local_cxl_access: 18646 (1.82756%), remote_access: 8769, remote_access_with_req: 4995 (56.962%), data_move_in: 4896, n_data_move_out: 3987
I0912 20:36:38.154446 70553 Coordinator.h:237] commit: 69330 abort: 5169 (326/4392/451), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 144532, avg network size: 2.0847, si_in_serializable: 0 0 %, local: 12.5977 %, local_access: 1016750, local_cxl_access: 21406 (2.10534%), remote_access: 8819, remote_access_with_req: 4883 (55.3691%), data_move_in: 5006, n_data_move_out: 5911
I0912 20:36:39.154647 70553 Coordinator.h:237] commit: 68978 abort: 5133 (318/4452/363), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 147432, avg network size: 2.13738, si_in_serializable: 0 0 %, local: 12.7171 %, local_access: 1009384, local_cxl_access: 18611 (1.8438%), remote_access: 8999, remote_access_with_req: 4989 (55.4395%), data_move_in: 4964, n_data_move_out: 3947
I0912 20:36:40.154846 70553 Coordinator.h:237] commit: 68488 abort: 5265 (348/4542/375), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 144276, avg network size: 2.10659, si_in_serializable: 0 0 %, local: 12.6329 %, local_access: 998131, local_cxl_access: 21938 (2.19791%), remote_access: 8896, remote_access_with_req: 4877 (54.8224%), data_move_in: 4872, n_data_move_out: 5934
I0912 20:36:41.155045 70553 Coordinator.h:237] commit: 68559 abort: 5141 (356/4322/463), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 144076, avg network size: 2.10149, si_in_serializable: 0 0 %, local: 12.4039 %, local_access: 1005830, local_cxl_access: 17686 (1.75835%), remote_access: 8541, remote_access_with_req: 4870 (57.0191%), data_move_in: 4779, n_data_move_out: 3940
I0912 20:36:42.155241 70553 Coordinator.h:237] commit: 69015 abort: 5104 (336/4358/410), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 148388, avg network size: 2.15008, si_in_serializable: 0 0 %, local: 12.7422 %, local_access: 1008041, local_cxl_access: 21101 (2.09327%), remote_access: 8965, remote_access_with_req: 5025 (56.0513%), data_move_in: 4882, n_data_move_out: 3943
I0912 20:36:43.155401 70553 Coordinator.h:237] commit: 68249 abort: 5147 (318/4404/425), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 140340, avg network size: 2.05629, si_in_serializable: 0 0 %, local: 12.4837 %, local_access: 1001468, local_cxl_access: 18407 (1.838%), remote_access: 8533, remote_access_with_req: 4745 (55.6076%), data_move_in: 4722, n_data_move_out: 5924
I0912 20:36:44.155598 70553 Coordinator.h:237] commit: 69408 abort: 5180 (331/4387/462), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 144136, avg network size: 2.07665, si_in_serializable: 0 0 %, local: 12.5259 %, local_access: 1019082, local_cxl_access: 19594 (1.92271%), remote_access: 8780, remote_access_with_req: 4881 (55.5923%), data_move_in: 4856, n_data_move_out: 3948
I0912 20:36:45.155802 70553 Coordinator.h:237] commit: 68027 abort: 4978 (336/4295/347), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 145248, avg network size: 2.13515, si_in_serializable: 0 0 %, local: 12.839 %, local_access: 989509, local_cxl_access: 18182 (1.83748%), remote_access: 8843, remote_access_with_req: 4917 (55.6033%), data_move_in: 4739, n_data_move_out: 5896
I0912 20:36:46.155958 70553 Coordinator.h:237] commit: 69091 abort: 11942 (323/11175/444), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 145964, avg network size: 2.11263, si_in_serializable: 0 0 %, local: 12.6326 %, local_access: 1056340, local_cxl_access: 19059 (1.80425%), remote_access: 11876, remote_access_with_req: 4937 (41.5712%), data_move_in: 4852, n_data_move_out: 3925
I0912 20:36:47.156136 70553 Coordinator.h:237] commit: 68146 abort: 5081 (350/4272/459), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 146764, avg network size: 2.15367, si_in_serializable: 0 0 %, local: 12.6244 %, local_access: 1000084, local_cxl_access: 21863 (2.18612%), remote_access: 8652, remote_access_with_req: 4964 (57.374%), data_move_in: 4641, n_data_move_out: 3964
I0912 20:36:48.156334 70553 Coordinator.h:237] commit: 66769 abort: 4964 (314/4165/485), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 141340, avg network size: 2.11685, si_in_serializable: 0 0 %, local: 12.5447 %, local_access: 977338, local_cxl_access: 17349 (1.77513%), remote_access: 8541, remote_access_with_req: 4780 (55.9653%), data_move_in: 4638, n_data_move_out: 5967
I0912 20:36:49.156533 70553 Coordinator.h:237] commit: 69821 abort: 5202 (354/4423/425), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 146436, avg network size: 2.09731, si_in_serializable: 0 0 %, local: 12.3817 %, local_access: 1028808, local_cxl_access: 19461 (1.89161%), remote_access: 8839, remote_access_with_req: 4967 (56.1941%), data_move_in: 4866, n_data_move_out: 3933
I0912 20:36:50.156731 70553 Coordinator.h:237] commit: 66787 abort: 7130 (309/6333/488), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 144004, avg network size: 2.15617, si_in_serializable: 0 0 %, local: 12.8109 %, local_access: 993243, local_cxl_access: 19625 (1.97585%), remote_access: 8879, remote_access_with_req: 4864 (54.7809%), data_move_in: 4741, n_data_move_out: 5922
I0912 20:36:51.156934 70553 Coordinator.h:237] commit: 68326 abort: 5248 (316/4591/341), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 145560, avg network size: 2.13037, si_in_serializable: 0 0 %, local: 12.6262 %, local_access: 997232, local_cxl_access: 19040 (1.90928%), remote_access: 8910, remote_access_with_req: 4916 (55.174%), data_move_in: 4848, n_data_move_out: 3961
I0912 20:36:52.157085 70553 Coordinator.h:237] commit: 66205 abort: 5339 (335/4589/415), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 134768, avg network size: 2.03562, si_in_serializable: 0 0 %, local: 12.271 %, local_access: 971687, local_cxl_access: 19685 (2.02586%), remote_access: 8355, remote_access_with_req: 4558 (54.5542%), data_move_in: 4623, n_data_move_out: 5899
I0912 20:36:53.157286 70553 Coordinator.h:237] commit: 67883 abort: 5085 (334/4252/499), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 142408, avg network size: 2.09784, si_in_serializable: 0 0 %, local: 12.5613 %, local_access: 995461, local_cxl_access: 18342 (1.84256%), remote_access: 8622, remote_access_with_req: 4812 (55.8107%), data_move_in: 4848, n_data_move_out: 3946
I0912 20:36:54.157483 70553 Coordinator.h:237] commit: 68149 abort: 5129 (356/4335/438), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 143600, avg network size: 2.10715, si_in_serializable: 0 0 %, local: 12.389 %, local_access: 1002567, local_cxl_access: 20375 (2.03228%), remote_access: 8668, remote_access_with_req: 4857 (56.0337%), data_move_in: 4793, n_data_move_out: 3974
I0912 20:36:55.157688 70553 Coordinator.h:237] commit: 66355 abort: 5209 (351/4397/461), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 139456, avg network size: 2.10167, si_in_serializable: 0 0 %, local: 12.6094 %, local_access: 971740, local_cxl_access: 19368 (1.99313%), remote_access: 8540, remote_access_with_req: 4706 (55.1054%), data_move_in: 4793, n_data_move_out: 5936
I0912 20:36:56.157886 70553 Coordinator.h:237] commit: 68171 abort: 5156 (296/4509/351), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 143540, avg network size: 2.10559, si_in_serializable: 0 0 %, local: 12.5581 %, local_access: 996002, local_cxl_access: 20513 (2.05953%), remote_access: 8624, remote_access_with_req: 4858 (56.3312%), data_move_in: 4822, n_data_move_out: 3939
I0912 20:36:57.158084 70553 Coordinator.h:237] commit: 65450 abort: 5148 (288/4536/324), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 138908, avg network size: 2.12235, si_in_serializable: 0 0 %, local: 12.6539 %, local_access: 957644, local_cxl_access: 19891 (2.07708%), remote_access: 8332, remote_access_with_req: 4694 (56.337%), data_move_in: 4682, n_data_move_out: 5970
I0912 20:36:58.158294 70553 Coordinator.h:237] commit: 66926 abort: 5126 (320/4340/466), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 138532, avg network size: 2.06993, si_in_serializable: 0 0 %, local: 12.2822 %, local_access: 980969, local_cxl_access: 18465 (1.88232%), remote_access: 8472, remote_access_with_req: 4691 (55.3706%), data_move_in: 4780, n_data_move_out: 3971
I0912 20:36:59.158509 70553 Coordinator.h:237] commit: 66331 abort: 5402 (339/4745/318), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 140868, avg network size: 2.12371, si_in_serializable: 0 0 %, local: 12.5582 %, local_access: 967925, local_cxl_access: 20237 (2.09076%), remote_access: 8508, remote_access_with_req: 4761 (55.9591%), data_move_in: 4638, n_data_move_out: 3914
I0912 20:37:00.158706 70553 Coordinator.h:237] commit: 65869 abort: 5010 (314/4247/449), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 138552, avg network size: 2.10345, si_in_serializable: 0 0 %, local: 12.7237 %, local_access: 957878, local_cxl_access: 18385 (1.91935%), remote_access: 8631, remote_access_with_req: 4679 (54.2116%), data_move_in: 4639, n_data_move_out: 5929
I0912 20:37:01.158905 70553 Coordinator.h:237] commit: 67709 abort: 5133 (342/4208/583), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 140844, avg network size: 2.08014, si_in_serializable: 0 0 %, local: 12.4474 %, local_access: 997248, local_cxl_access: 18433 (1.84839%), remote_access: 8491, remote_access_with_req: 4757 (56.024%), data_move_in: 4797, n_data_move_out: 3935
I0912 20:37:02.159099 70553 Coordinator.h:237] commit: 63594 abort: 5409 (304/4767/338), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 137624, avg network size: 2.1641, si_in_serializable: 0 0 %, local: 12.5877 %, local_access: 942733, local_cxl_access: 20717 (2.19755%), remote_access: 8044, remote_access_with_req: 4658 (57.9065%), data_move_in: 4483, n_data_move_out: 3946
I0912 20:37:03.159300 70553 Coordinator.h:237] commit: 65687 abort: 4955 (324/4223/408), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 136696, avg network size: 2.08102, si_in_serializable: 0 0 %, local: 12.2779 %, local_access: 961750, local_cxl_access: 18574 (1.93127%), remote_access: 8288, remote_access_with_req: 4615 (55.6829%), data_move_in: 4727, n_data_move_out: 5962
I0912 20:37:04.159498 70553 Coordinator.h:237] commit: 65859 abort: 4796 (350/4052/394), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 136464, avg network size: 2.07206, si_in_serializable: 0 0 %, local: 12.2702 %, local_access: 961034, local_cxl_access: 19200 (1.99785%), remote_access: 8267, remote_access_with_req: 4605 (55.7034%), data_move_in: 4779, n_data_move_out: 3916
I0912 20:37:05.159698 70553 Coordinator.h:237] commit: 64720 abort: 5066 (312/4345/409), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 140308, avg network size: 2.16792, si_in_serializable: 0 0 %, local: 12.7488 %, local_access: 951490, local_cxl_access: 19883 (2.08967%), remote_access: 8489, remote_access_with_req: 4749 (55.943%), data_move_in: 4538, n_data_move_out: 5929
I0912 20:37:06.159880 70553 Coordinator.h:237] commit: 65250 abort: 5016 (330/4223/463), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 138104, avg network size: 2.11654, si_in_serializable: 0 0 %, local: 12.633 %, local_access: 955979, local_cxl_access: 17599 (1.84094%), remote_access: 8371, remote_access_with_req: 4672 (55.8117%), data_move_in: 4671, n_data_move_out: 3942
I0912 20:37:07.160070 70553 Coordinator.h:237] commit: 66551 abort: 5200 (320/4437/443), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 139192, avg network size: 2.09151, si_in_serializable: 0 0 %, local: 12.5122 %, local_access: 971876, local_cxl_access: 19908 (2.04841%), remote_access: 8574, remote_access_with_req: 4707 (54.8985%), data_move_in: 4635, n_data_move_out: 3904
I0912 20:37:08.160272 70553 Coordinator.h:237] commit: 65527 abort: 5159 (327/4325/507), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 135492, avg network size: 2.06773, si_in_serializable: 0 0 %, local: 12.5124 %, local_access: 959255, local_cxl_access: 19520 (2.03491%), remote_access: 8462, remote_access_with_req: 4582 (54.148%), data_move_in: 4638, n_data_move_out: 5949
I0912 20:37:09.160475 70553 Coordinator.h:237] commit: 64792 abort: 5456 (298/4565/593), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 134732, avg network size: 2.07945, si_in_serializable: 0 0 %, local: 12.4954 %, local_access: 956324, local_cxl_access: 17817 (1.86307%), remote_access: 8456, remote_access_with_req: 4556 (53.8789%), data_move_in: 4617, n_data_move_out: 3985
I0912 20:37:10.160632 70553 Coordinator.h:237] commit: 65739 abort: 9871 (348/9056/467), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 140004, avg network size: 2.12969, si_in_serializable: 0 0 %, local: 12.7276 %, local_access: 995524, local_cxl_access: 18907 (1.8992%), remote_access: 8553, remote_access_with_req: 4728 (55.2788%), data_move_in: 4542, n_data_move_out: 3925
I0912 20:37:11.160784 70553 Coordinator.h:237] commit: 62950 abort: 5296 (337/4621/338), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 133348, avg network size: 2.11832, si_in_serializable: 0 0 %, local: 12.6418 %, local_access: 918729, local_cxl_access: 19102 (2.07918%), remote_access: 8087, remote_access_with_req: 4509 (55.7562%), data_move_in: 4548, n_data_move_out: 5938
I0912 20:37:12.160980 70553 Coordinator.h:237] commit: 64814 abort: 5296 (325/4626/345), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 134112, avg network size: 2.06918, si_in_serializable: 0 0 %, local: 12.6161 %, local_access: 951109, local_cxl_access: 16513 (1.73618%), remote_access: 8520, remote_access_with_req: 4537 (53.2512%), data_move_in: 4670, n_data_move_out: 3909
I0912 20:37:13.161183 70553 Coordinator.h:237] commit: 65491 abort: 10024 (338/9249/437), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 136792, avg network size: 2.08871, si_in_serializable: 0 0 %, local: 12.5345 %, local_access: 1001279, local_cxl_access: 18332 (1.83086%), remote_access: 8367, remote_access_with_req: 4630 (55.3364%), data_move_in: 4605, n_data_move_out: 3937
I0912 20:37:14.161386 70553 Coordinator.h:237] commit: 64728 abort: 5094 (361/4339/394), persistence latency 0, txn latency 0, queued lock latency 0, lock latency 0, active_txns 0, n_failed_read_lock 0, n_failed_write_lock 0, n_failed_cmd_not_ready 0, n_failed_no_cmd 0, network size: 133712, avg network size: 2.06575, si_in_serializable: 0 0 %, local: 12.364 %, local_access: 949317, local_cxl_access: 19540 (2.05832%), remote_access: 8081, remote_access_with_req: 4529 (56.045%), data_move_in: 4550, n_data_move_out: 5907
